Rx_Number,Path_Power_dBm,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordinates
1,-66.9152,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 3.71829 -5.34367 0.123928, 1.78684 -1.94646 0.467966, -1.2 -7.2 1"
1,-67.1879,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -3.22931 0.64235, 5.48989 -4.29233 0.687399, -0.784259 -7.40635 0.980574, -1.2 -7.2 1"
1,-67.2498,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.30186 -3.9476 0.474688, 5.48989 -4.9973 0.644229, -1.2 -7.2 1"
1,-67.3724,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.48989 -4.29233 0.686554, -0.784259 -7.40635 0.980521, -1.2 -7.2 1"
1,-67.4233,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.21814 0.606483, 2.32663 -1.96885 0.742733, -1.2 -7.2 1"
1,-67.4641,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 3.86636 -1.96069 2.46331, 2.77176 -3.09265 3.02001, -1.2 -7.2 1"
1,-67.5294,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.27732 0.608967, 0.527944 -3.80869 0.899159, -1.2 -7.2 1"
1,-67.5398,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 2.83485 -7.40635 1.98229, 0.834064 -3.52034 3.02001, 0.0331381 -1.96475 2.60461, -1.94533 -5.76745 1.43908, -1.2 -7.2 1"
1,-67.6749,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 1.63702 -7.40635 0.189477, 0.792786 -6.27508 0.0997569, -0.611122 -4.39386 0.248955, -1.94533 -6.19425 0.730817, -1.2 -7.2 1"
1,-67.775,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.21784 0.606484, 2.35859 -1.96475 0.741447, 2.33182 -1.9668 0.742542, -1.2 -7.2 1"
1,-68.3177,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.37758 -1.96069 0.827059, -1.2 -7.2 1"
1,-68.3334,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 3.31508 -7.40635 2.02489, 1.78916 -3.79124 3.02001, 1.0182 -1.96475 2.51724, -1.2 -7.2 1"
1,-68.4189,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.58898 0.70031, 3.53114 -7.40635 2.04642, 1.99246 -3.92208 3.02001, 1.12001 -1.94646 2.46797, -1.2 -7.2 1"
1,-68.5336,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.29652 -3.89777 0.495567, 5.34607 -4.9521 0.858019, -1.2 -7.2 1"
1,-68.5396,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.22023 0.606236, 1.54702 -1.9668 0.767959, -1.2 -7.2 1"
1,-68.5782,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 3.86002 -1.96475 2.47129, 2.77913 -3.08307 3.02001, -1.2 -7.2 1"
1,-68.6408,Tx-R-R-R-R-R-R-Rx,8,"5.5 -2.23 0.6, -1.8235 -8.06627 3.02001, -1.94533 -8.16336 2.97975, 0.34034 -9.98486 2.22446, 0.23492 -10.0689 2.18962, -1.94533 -8.33132 1.46912, -0.862887 -7.46866 1.1114, -1.2 -7.2 1"
1,-69.0148,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 1.9811 -1.99784 0.0997569, 1.54176 -1.96885 0.162213, -1.2 -7.2 1"
1,-69.1228,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45207 -1.9668 0.828169, -1.2 -7.2 1"
1,-69.217,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 1.51926 -7.40635 0.173068, 0.835714 -6.51751 0.0997569, -0.754533 -4.44963 0.270314, -1.94533 -6.14122 0.719101, -1.2 -7.2 1"
1,-69.2593,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 1.65967 -7.40635 0.472927, -0.560935 -4.41321 0.399443, -1.94533 -6.22472 0.789826, -1.2 -7.2 1"
1,-69.3507,Tx-R-R-R-D-R-Rx,7,"5.5 -2.23 0.6, 5.65853 -2.52578 0.681418, 3.04263 -7.40635 2.02489, 1.10501 -3.79125 3.02001, 0.126036 -1.96475 2.51723, -1.94533 -5.81469 1.40148, -1.2 -7.2 1"
1,-45.7861,Tx-R-Rx,3,"5.5 -2.23 0.6, 0.460023 -7.40635 0.834422, -3.1 -3.75 1"
1,-48.5079,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45207 -1.9668 0.896514, -3.1 -3.75 1"
1,-50.3688,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45726 -1.96885 0.89673, -3.1 -3.75 1"
1,-51.1163,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.38644 -1.96475 0.894319, -3.1 -3.75 1"
1,-51.3622,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.25263 -1.96475 0.611412, 0.256816 -7.40635 0.843831, -3.1 -3.75 1"
1,-52.1268,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.38703 0.607111, 0.591272 -7.40635 0.834422, -3.1 -3.75 1"
1,-52.5729,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -2.84217 -5.61461 1.25008, -5.25023 -4.6376 1.43773, -3.1 -3.75 1"
1,-54.2234,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.37758 -1.96069 0.893935, -3.1 -3.75 1"
1,-54.294,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -2.84234 -5.61461 1.24845, -5.25056 -4.63756 1.43564, -3.1 -3.75 1"
1,-56.1496,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.57107 -2.57475 0.0997569, -5.25056 -3.49541 1.43564, -3.1 -3.75 1"
1,-56.9445,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 1.44156 -3.82221 0.779503, -0.873791 -1.94646 0.891914, -3.1 -3.75 1"
1,-56.9773,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.22426 0.60654, -1.45207 -1.9668 0.899894, -3.1 -3.75 1"
1,-57.2597,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 4.96332 -1.94646 0.625933, 1.41765 -3.81973 0.797264, -0.884014 -1.94646 0.900553, -3.1 -3.75 1"
1,-57.2627,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.04762 -7.40635 1.51713, -1.57894 -1.96885 2.48052, -3.1 -3.75 1"
1,-57.6533,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.06289 0.607111, 5.54808 -1.94646 0.612066, 0.368579 -7.40635 0.844411, -3.1 -3.75 1"
1,-57.8473,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.04791 -7.40635 1.51488, -1.5797 -1.9668 2.47627, -3.1 -3.75 1"
1,-58.249,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.57449 -2.57436 0.0997569, -5.25023 -3.4954 1.43773, -3.1 -3.75 1"
1,-58.4093,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.31412 -2.01981 0.0997569, 1.54176 -1.96885 0.221032, -3.1 -3.75 1"
1,-58.51,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 4.96686 -1.94646 0.625882, 1.44037 -3.82197 0.797084, -0.874223 -1.94646 0.900526, -3.1 -3.75 1"
1,-58.8651,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.22431 0.60654, -1.45726 -1.96885 0.900102, -3.1 -3.75 1"
1,-58.9583,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.19853 0.605662, 4.38862 -1.94646 0.651022, -0.175105 -2.85235 0.814031, -3.1 -3.75 1"
1,-59.3402,Tx-D-Rx,3,"5.5 -2.23 0.6, -2.23687 -1.9668 0.918493, -3.1 -3.75 1"
1,-60.5807,Tx-D-R-R-R-Rx,6,"5.5 -2.23 0.6, 4.66901 -1.96475 0.109902, 4.58457 -2.02046 0.0997569, 2.15693 -3.62215 0.391426, -0.374946 -1.94646 0.684531, -3.1 -3.75 1"
1,-60.9336,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.26762 -1.94646 0.611509, 5.25263 -1.96475 0.612252, 0.256816 -7.40635 0.844169, -3.1 -3.75 1"
1,-61.1508,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 1.92143 -7.40635 2.44755, 0.81262 -5.80247 3.02001, -1.85316 -1.94646 1.64372, -3.1 -3.75 1"
1,-61.6832,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.45924 0.640616, 2.2374 -7.40635 1.51713, -1.52287 -1.96885 2.48052, -3.1 -3.75 1"
1,-61.786,Tx-D-R-R-R-Rx,6,"5.5 -2.23 0.6, 4.6766 -1.96069 0.117891, 4.5268 -2.05951 0.0997569, 2.15788 -3.62217 0.386526, -0.374469 -1.94646 0.681992, -3.1 -3.75 1"
1,-62.1888,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.02922 -2.11193 0.0997569, -2.23687 -1.9668 0.714627, -3.1 -3.75 1"
1,-62.2115,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 0.812607 -7.04423 3.02001, 0.460026 -7.40635 2.83798, -3.1 -3.75 1"
1,-62.2828,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.45926 0.64052, 2.2377 -7.40635 1.51488, -1.52366 -1.9668 2.47627, -3.1 -3.75 1"
1,-62.3795,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.22416 0.577055, 2.36073 -2.10273 0.0997569, -1.38644 -1.96475 0.642094, -3.1 -3.75 1"
1,-62.543,Tx-R-R-Rx,4,"5.5 -2.23 0.6, -3.2339 -5.61461 0.857916, -5.57273 -4.70825 0.926981, -3.1 -3.75 1"
1,-62.5783,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.06268 0.602696, 5.54841 -1.94646 0.604569, 1.78992 -5.9133 0.668495, 0.372106 -7.40635 0.764616, -3.1 -3.75 1"
1,-62.8461,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 3.65977 -1.94646 0.654342, -5.57273 -3.369 0.92698, -3.1 -3.75 1"
1,-63.8937,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 4.09507 -1.94646 0.362562, 2.54004 -2.26029 0.0997569, -0.159054 -2.80502 0.555912, -1.10755 -1.94646 0.699136, -3.1 -3.75 1"
1,-64.0874,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 4.09336 -1.94646 0.363127, 2.52938 -2.26172 0.0997569, -0.162419 -2.80432 0.553046, -1.1093 -1.94646 0.697114, -3.1 -3.75 1"
1,-64.6532,Tx-D-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.25263 -1.96475 0.610906, 5.27098 -1.94646 0.611685, 5.65853 -2.33274 0.62814, 0.568318 -7.40635 0.844259, -3.1 -3.75 1"
1,-64.6733,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.66246 -3.72037 0.66766, -3.22977 -5.61461 0.835142, -5.57273 -4.70743 0.91535, -3.1 -3.75 1"
1,-64.8722,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.28768 0.606663, 1.44126 -3.82215 0.783926, -0.873899 -1.94646 0.894081, -3.1 -3.75 1"
1,-65.2848,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.3189 -1.94646 0.647689, 1.8317 -7.40635 1.56599, -1.6412 -1.96885 2.48052, -3.1 -3.75 1"
1,-65.4517,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.22407 0.577056, 2.36068 -2.10062 0.0997569, -1.37758 -1.96069 0.640796, -3.1 -3.75 1"
1,-65.4971,Tx-D-Rx,3,"5.5 -2.23 0.6, 1.62938 -1.9668 2.47627, -3.1 -3.75 1"
1,-65.6495,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.45116 0.678936, 2.10656 -7.40635 2.44755, 0.956869 -5.80247 3.02001, -1.80719 -1.94646 1.64372, -3.1 -3.75 1"
1,-65.7187,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.25263 -1.96475 0.726668, 0.811649 -6.80201 3.02001, 0.25682 -7.40635 2.73349, -3.1 -3.75 1"
1,-65.8018,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 1.41691 -3.83058 0.725656, -3.20979 -5.61461 0.8598, -5.57273 -4.70347 0.928309, -3.1 -3.75 1"
1,-66.0467,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.24821 0.573669, 2.80527 -2.57597 0.0997569, -5.25023 -3.50134 1.43773, -3.1 -3.75 1"
1,-66.2323,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 1.43738 -3.82137 0.855677, -0.87533 -1.94646 0.929238, -3.1 -3.75 1"
1,-66.2507,Tx-R-R-D-R-Rx,6,"5.5 -2.23 0.6, 3.9133 -1.94646 0.355324, 2.25598 -2.24262 0.0997569, -0.856169 -2.79876 0.579665, -1.57625 -1.94646 0.714558, -3.1 -3.75 1"
1,-66.8613,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.22032 0.575966, 2.51738 -2.02844 0.0997569, 1.54176 -1.96885 0.247665, -3.1 -3.75 1"
1,-67.059,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 2.38248 -2.51145 0.0997569, -0.837866 -2.80219 0.616498, -1.5658 -1.94646 0.739907, -3.1 -3.75 1"
1,-39.4162,Tx-Rx,2,"5.5 -2.23 0.6, -2.4 -2.8 0.2"
1,-39.6626,Tx-R-Rx,3,"5.5 -2.23 0.6, 3.53006 -1.94646 0.500256, -2.4 -2.8 0.2"
1,-39.6814,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.20981 -1.96124 0.580358, 5.08026 -1.94646 0.573883, -2.4 -2.8 0.2"
1,-40.4672,Tx-R-Rx,3,"5.5 -2.23 0.6, -1.0812 -2.70485 0.0997569, -2.4 -2.8 0.2"
1,-40.7019,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 3.53006 -1.94646 0.450263, -1.0812 -2.61018 0.0997569, -2.4 -2.8 0.2"
1,-40.7064,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.20981 -1.96124 0.570513, 5.08026 -1.94646 0.560792, -1.06404 -2.64756 0.0997569, -2.4 -2.8 0.2"
1,-46.8044,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.29702 -2.81943 0.24654, -2.4 -2.8 0.2"
1,-47.1216,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.20861 -1.96069 0.580296, 5.08383 -1.94646 0.574058, -2.4 -2.8 0.2"
1,-47.4675,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45726 -1.96885 0.261166, -2.4 -2.8 0.2"
1,-47.7005,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.21745 -1.96475 0.580754, 5.05766 -1.94646 0.572767, -2.4 -2.8 0.2"
1,-47.8157,Tx-R-Rx,3,"5.5 -2.23 0.6, 5.65853 -2.241 0.592283, -2.4 -2.8 0.2"
1,-47.9864,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.39745 -1.96475 0.443985, -2.4 -2.8 0.2"
1,-47.9931,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.20806 0.592283, 3.76806 -1.94646 0.500256, -2.4 -2.8 0.2"
1,-48.0092,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.21745 -1.96475 0.580744, -2.4 -2.8 0.2"
1,-48.1137,Tx-D-Rx,3,"5.5 -2.23 0.6, 2.32663 -1.96885 0.440461, -2.4 -2.8 0.2"
1,-48.1477,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.20861 -1.96069 0.570419, 5.08382 -1.94646 0.561056, -1.06403 -2.64763 0.0997569, -2.4 -2.8 0.2"
1,-48.219,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.00049 -1.94646 0.575791, 2.04882 -3.62196 0.432738, -0.898543 -1.94646 0.278547, -2.4 -2.8 0.2"
1,-48.2658,Tx-D-Rx,3,"5.5 -2.23 0.6, -0.616578 -2.82216 0.276072, -2.4 -2.8 0.2"
1,-48.4585,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -1.3421 -1.97317 0.0997569, -1.45726 -1.96885 0.108176, -2.4 -2.8 0.2"
1,-48.7267,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.21745 -1.96475 0.571108, 5.05766 -1.94646 0.559118, -1.06409 -2.6471 0.0997569, -2.4 -2.8 0.2"
1,-48.8179,Tx-R-R-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.241 0.588415, -1.02827 -2.70485 0.0997569, -2.4 -2.8 0.2"
1,-48.9853,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.20806 0.588415, 3.76806 -1.94646 0.450263, -1.02827 -2.61018 0.0997569, -2.4 -2.8 0.2"
1,-49.0199,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.39745 -1.96475 0.365787, -1.08702 -2.5714 0.0997569, -2.4 -2.8 0.2"
1,-49.03,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 5.21745 -1.96475 0.571093, -1.06406 -2.65351 0.0997569, -2.4 -2.8 0.2"
1,-49.1473,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.32663 -1.96885 0.360498, -1.08744 -2.56919 0.0997569, -2.4 -2.8 0.2"
1,-50.0107,Tx-D-Rx,3,"5.5 -2.23 0.6, 1.54176 -1.96885 0.401541, -2.4 -2.8 0.2"
1,-50.6142,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.45207 -1.9668 0.261421, -2.4 -2.8 0.2"
1,-51.0413,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 1.54176 -1.96885 0.30207, -1.09401 -2.52462 0.0997569, -2.4 -2.8 0.2"
1,-51.4484,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 3.83256 -1.94646 0.511427, -1.29702 -2.81873 0.238948, -2.4 -2.8 0.2"
1,-51.6062,Tx-R-D-Rx,4,"5.5 -2.23 0.6, -1.34214 -1.97096 0.0997569, -1.45207 -1.9668 0.107794, -2.4 -2.8 0.2"
1,-51.6878,Tx-D-Rx,3,"5.5 -2.23 0.6, -1.38644 -1.96475 0.264029, -2.4 -2.8 0.2"
1,-52.4903,Tx-D-Rx,3,"5.5 -2.23 0.6, -0.0491182 -3.18911 0.318931, -2.4 -2.8 0.2"
1,-53.4693,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.2759 -3.62203 0.442825, -0.821946 -1.94646 0.28195, -2.4 -2.8 0.2"
1,-53.4809,Tx-R-R-D-Rx,5,"5.5 -2.23 0.6, 1.92724 -7.40635 0.334638, -1.23501 -2.82477 0.0997569, -1.82577 -1.96885 0.143637, -2.4 -2.8 0.2"
1,-53.5151,Tx-D-R-Rx,4,"5.5 -2.23 0.6, -0.0491182 -3.18911 0.178055, -1.08008 -3.01847 0.0997569, -2.4 -2.8 0.2"
1,-53.573,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 4.00246 -1.94646 0.517672, -0.616568 -2.82102 0.263738, -2.4 -2.8 0.2"
1,-53.7083,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 1.54702 -1.95225 0.501929, 1.62901 -1.94646 0.499895, 5.65853 -2.23099 0.399923, -2.4 -2.8 0.2"
1,-53.8294,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 1.34445 -7.40635 0.385576, -1.83956 -3.44019 0.221274, -2.4 -2.8 0.2"
1,-54.0887,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 1.54702 -1.95225 0.452775, 1.62901 -1.94646 0.449722, 5.65853 -2.23099 0.299643, 0.291547 -2.60995 0.0997569, -2.4 -2.8 0.2"
1,-54.1026,Tx-R-D-R-Rx,5,"5.5 -2.23 0.6, 3.98381 -1.94646 0.478335, -0.616447 -2.80675 0.109193, -0.769895 -2.80617 0.0997569, -2.4 -2.8 0.2"
1,-54.1936,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 2.32637 -1.96779 0.0997569, 2.31432 -1.9668 0.101656, -2.4 -2.8 0.2"
1,-54.3524,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 2.2801 -3.6223 0.363373, -0.820698 -1.94646 0.122298, -1.11063 -2.10315 0.0997569, -2.4 -2.8 0.2"
1,-54.9367,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.24313 0.592082, -1.29702 -2.81926 0.244704, -2.4 -2.8 0.2"
1,-55.1253,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 1.38791 -7.40635 0.391243, -1.3934 -3.90519 0.250039, -2.4 -2.8 0.2"
1,-55.1706,Tx-R-R-R-Rx,5,"5.5 -2.23 0.6, 5.65853 -2.45167 0.592283, 2.11513 -7.40635 0.419799, -1.78958 -1.94646 0.229717, -2.4 -2.8 0.2"
1,-55.3779,Tx-D-Rx,3,"5.5 -2.23 0.6, 5.20861 -1.96069 0.580288, -2.4 -2.8 0.2"
1,-55.6308,Tx-R-R-R-R-Rx,6,"5.5 -2.23 0.6, 5.65853 -2.45167 0.588415, 2.11513 -7.40635 0.329475, -1.02828 -3.01097 0.0997569, -1.78958 -1.94646 0.155392, -2.4 -2.8 0.2"
1,-55.6987,Tx-D-R-R-Rx,5,"5.5 -2.23 0.6, 5.21745 -1.96475 0.583654, 2.19921 -3.62201 0.438425, -0.847817 -1.94646 0.280465, -2.4 -2.8 0.2"
1,-55.7856,Tx-D-R-Rx,4,"5.5 -2.23 0.6, 2.04557 -1.9668 2.47627, 1.9421 -1.94646 2.42328, -2.4 -2.8 0.2"
1,-55.7941,Tx-R-D-Rx,4,"5.5 -2.23 0.6, 5.65853 -2.24399 0.592, -0.876802 -2.82087 0.262213, -2.4 -2.8 0.2"
